tag,count
"ALV-отчеты с редакцией на действия пользователя, сохранение вселенных пользователем данных в СУБД",1
ABAP пересчет данных и обновление экрана.,1
"ABAP вывод в Excel, batch-input, drill-down",1
"Python, Django",1
SciKit-learn,1
Компас Электрик,1
Администрирование систем,1
LiteSQL,1
Excel,1
ERP Systems,1
Flutter/Dart,1
Linux(elementary os 5.1),1
Умение ладить с коллективом,1
Письменный перевод,1
Квантовая физика,1
Настройка сетевых подключений,1
django rest,1
pytorch,1
DVC,1
git/github,1
CA Erwin Data Modeler,1
Libre Office,1
"Languages: Python, HTML, CSS, Javascript",1
"DB technologies: MySQL, PostgreSQL",1
"Tools: Git, GitLab, GitHub, Jupyter Notebook",1
OS: Mac OS,1
IDE: PyCharm,1
English Proficiency: Pre-Intermediate,1
"Frameworks: Odoo, Django, Bootstrap, Stimulus",1
Программирование Python,1
Adobe Premier,1
Манекенщик,1
"Request, Beautifull Soup, Selenium, Django",1
"Open-Cv, Pyperclips, Linux",1
Sourcetree,1
Flask-restful,1
DRF (Django REST framework),1
parsing (with BF4),1
Pyramid,1
Целеустремленный,1
Упорный,1
Дисциплинированный,1
Пунктуальный,1
Верстка Div,1
Адаптивная верстка,1
"Усидчивый,",1
Люблю решать задачи.,1
"Люблю объяснять то, что хорошо знаю сам.",1
Python. Django. Django rest framework. Понимание реляционных баз данных. Git. OOP. UnitTest.,1
IoT,1
NetBeans,1
CA Erwin Process Modeler,1
odoo,1
Deductor,1
Работа с документацией,1
Японский язык,1
"Python, Asyncio, Django, FastAPI, Aiogram",1
24/7,1
PEP8,1
Обработка видео,1
Trace mode,1
Centum VP,1
Exel,1
Автоматизация технологических процессов,1
Чертежи,1
TIA Portal,1
Office,1
САПР,1
GitHub Flow,1
backend,1
Gitkraken,1
Django 3.0,1
Vuetify,1
Windows OS Family,1
ChromDevTools,1
Общие представления о фронтенде,1
"Базовые знания JS и фреймворков(Vue,Express)",1
