"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 17, 2013","102.91","103.89","105.19","101.57","789.98K","-1.06%"
"Feb 10, 2013","104.01","104.09","105.75","103.57","1.03M","-0.24%"
"Feb 03, 2013","104.26","101.54","105.20","100.24","1.73M","2.03%"
"Jan 27, 2013","102.19","102.09","102.47","100.14","1.02M","0.11%"
"Jan 20, 2013","102.08","97.33","102.08","97.31","1.51M","4.88%"
"Jan 13, 2013","97.33","97.00","98.35","96.31","1.43M","0.46%"
"Jan 06, 2013","96.88","95.20","98.73","95.20","1.81M","1.51%"
"Dec 30, 2012","95.44","91.26","96.14","90.75","1.58M","4.29%"
"Dec 23, 2012","91.51","94.21","95.44","91.51","1.17M","-1.45%"
"Dec 16, 2012","92.86","95.51","96.74","91.44","2.61M","-2.74%"
"Dec 09, 2012","95.48","94.31","97.47","94.12","1.80M","1.00%"
"Dec 02, 2012","94.53","94.90","96.46","91.11","2.71M","-0.43%"
"Nov 25, 2012","94.94","95.23","97.71","94.21","2.93M","-0.36%"
"Nov 18, 2012","95.28","91.87","95.37","90.87","822.86K","4.46%"
"Nov 11, 2012","91.21","93.72","94.01","88.80","1.89M","-2.30%"
"Nov 04, 2012","93.36","96.20","98.24","93.14","1.28M","-2.88%"
"Oct 28, 2012","96.13","95.76","98.86","94.82","873.25K","1.20%"
"Oct 21, 2012","94.99","95.55","97.45","93.33","1.01M","-0.70%"
"Oct 14, 2012","95.66","97.43","99.08","95.10","1.06M","-1.25%"
"Oct 07, 2012","96.87","97.42","99.74","95.00","1.73M","-1.14%"
"Sep 30, 2012","97.99","94.96","100.92","93.53","3.81M","3.74%"
"Sep 23, 2012","94.46","93.96","95.17","93.22","1.86M","0.75%"
"Sep 16, 2012","93.76","93.69","94.58","92.86","1.83M","-0.06%"
"Sep 09, 2012","93.82","93.81","95.92","91.54","3.35M","0.53%"
"Sep 02, 2012","93.33","83.84","94.89","83.03","3.41M","11.31%"
"Aug 26, 2012","83.85","83.08","84.72","82.26","1.37M","1.51%"
"Aug 19, 2012","82.60","82.76","83.01","80.82","1.37M","-0.39%"
"Aug 12, 2012","82.92","77.96","83.08","77.75","1.43M","6.31%"
"Aug 05, 2012","78.00","72.66","78.27","72.64","1.77M","7.44%"
"Jul 29, 2012","72.60","75.93","76.79","71.40","2.80M","-4.47%"
"Jul 22, 2012","76.00","75.08","76.80","73.05","2.08M","0.66%"
"Jul 15, 2012","75.50","78.87","78.87","75.49","1.88M","-4.35%"
"Jul 08, 2012","78.93","77.26","79.17","72.44","3.42M","1.82%"
"Jul 01, 2012","77.52","79.63","80.96","77.13","2.47M","-2.81%"
"Jun 24, 2012","79.76","79.85","80.17","76.31","3.19M","-1.04%"
"Jun 17, 2012","80.60","78.70","80.81","78.39","2.47M","2.09%"
"Jun 10, 2012","78.95","79.24","79.54","77.39","3.01M","0.16%"
"Jun 03, 2012","78.82","82.67","83.27","75.41","5.28M","-4.89%"
"May 27, 2012","82.87","86.23","86.26","82.45","3.21M","-3.11%"
"May 20, 2012","85.53","85.03","87.61","84.36","2.04M","0.66%"
"May 13, 2012","84.97","87.47","88.19","84.74","1.97M","-3.63%"
"May 06, 2012","88.17","86.65","89.24","85.89","1.40M","1.34%"
"Apr 29, 2012","87.00","88.28","89.31","86.86","2.54M","-1.76%"
"Apr 22, 2012","88.56","84.00","88.74","83.86","2.07M","3.60%"
"Apr 15, 2012","85.48","83.40","87.18","82.38","2.16M","3.03%"
"Apr 08, 2012","82.97","82.48","83.82","81.22","2.26M","-0.94%"
"Apr 01, 2012","83.76","81.34","84.11","80.16","2.01M","2.51%"
"Mar 25, 2012","81.71","79.10","82.11","79.10","2.10M","3.56%"
"Mar 18, 2012","78.90","80.60","80.60","77.63","1.68M","-2.33%"
"Mar 11, 2012","80.78","81.27","82.23","79.00","2.49M","-1.44%"
"Mar 04, 2012","81.96","78.43","83.85","76.50","3.34M","4.41%"
"Feb 26, 2012","78.50","78.90","80.92","78.21","1.67M","-0.96%"
"Feb 19, 2012","79.26","78.24","80.29","77.50","1.46M","1.34%"
"Feb 12, 2012","78.21","75.00","78.79","73.99","1.73M","5.14%"
"Feb 05, 2012","74.39","75.74","76.63","72.72","1.70M","-2.22%"
"Jan 29, 2012","76.08","71.85","76.43","70.65","1.92M","5.48%"
"Jan 22, 2012","72.13","70.27","73.01","67.98","1.58M","2.46%"
"Jan 15, 2012","70.40","71.98","71.98","68.80","1.19M","-0.66%"
"Jan 08, 2012","70.87","70.37","71.07","69.02","2.21M","1.56%"
"Jan 01, 2012","69.78","71.92","72.17","68.96","1.80M","-1.05%"
"Dec 25, 2011","70.52","70.25","71.45","69.25","880.74K","0.44%"
"Dec 18, 2011","70.21","68.43","70.85","67.31","2.83M","2.69%"
"Dec 11, 2011","68.37","67.45","69.11","64.18","4.29M","0.83%"
"Dec 04, 2011","67.81","60.86","69.78","57.38","9.24M","13.07%"
"Nov 27, 2011","59.97","59.05","62.28","58.51","3.45M","4.37%"
"Nov 20, 2011","57.46","57.06","58.14","56.50","2.49M","-1.36%"
"Nov 13, 2011","58.25","66.64","66.91","52.60","18.69M","-13.07%"
"Nov 06, 2011","67.01","66.00","68.06","65.28","2.57M","1.28%"
"Oct 30, 2011","66.16","69.87","70.54","65.83","2.68M","-6.90%"
"Oct 23, 2011","71.06","68.08","72.28","68.07","3.37M","3.95%"
"Oct 16, 2011","68.36","73.29","73.46","63.56","5.80M","-7.43%"
"Oct 09, 2011","73.85","78.69","79.33","69.25","7.07M","-4.05%"
"Oct 02, 2011","76.97","78.94","79.26","72.76","2.72M","-2.75%"
"Sep 25, 2011","79.15","79.61","82.03","77.69","2.43M","-0.42%"
"Sep 18, 2011","79.48","78.45","84.20","75.16","3.06M","-0.66%"
"Sep 11, 2011","80.01","72.40","80.56","72.02","2.89M","8.93%"
"Sep 04, 2011","73.45","70.67","76.61","69.92","2.13M","0.93%"
"Aug 28, 2011","72.77","73.30","77.75","72.20","2.55M","0.72%"
"Aug 21, 2011","72.25","67.26","72.30","65.83","2.67M","9.11%"
"Aug 14, 2011","66.22","70.92","72.25","65.83","2.08M","-6.06%"
"Aug 07, 2011","70.49","67.96","71.66","62.77","4.10M","0.83%"
"Jul 31, 2011","69.91","77.25","77.71","68.67","3.25M","-8.60%"
"Jul 24, 2011","76.49","79.77","79.99","74.51","1.64M","-4.95%"
"Jul 17, 2011","80.47","80.40","82.21","78.88","1.21M","-0.14%"
"Jul 10, 2011","80.58","80.51","81.81","79.97","1.70M","-0.95%"
"Jul 03, 2011","81.35","80.38","82.24","79.67","1.34M","1.32%"
"Jun 26, 2011","80.29","75.99","80.39","74.78","2.79M","5.64%"
"Jun 19, 2011","76.00","72.87","77.98","72.83","2.84M","4.30%"
"Jun 12, 2011","72.87","73.23","75.00","71.42","2.46M","-0.26%"
"Jun 05, 2011","73.06","73.80","74.41","72.69","3.51M","-0.87%"
"May 29, 2011","73.70","74.91","75.45","72.43","1.99M","-0.89%"
"May 22, 2011","74.36","73.33","75.07","71.70","1.67M","0.03%"
"May 15, 2011","74.34","75.22","76.23","73.61","1.83M","-1.29%"
"May 08, 2011","75.31","73.68","76.59","73.51","1.35M","1.87%"
"May 01, 2011","73.93","74.99","75.67","72.89","1.72M","-1.30%"
"Apr 24, 2011","74.90","74.28","75.08","72.61","2.04M","0.90%"
"Apr 17, 2011","74.23","72.90","75.39","71.73","1.20M","0.88%"
"Apr 10, 2011","73.58","72.63","73.98","71.83","2.05M","1.25%"
"Apr 03, 2011","72.67","69.83","75.23","69.02","4.78M","4.41%"
"Mar 27, 2011","69.60","69.42","70.00","68.38","9.69M","0.36%"
"Mar 20, 2011","69.35","66.62","69.59","65.81","2.05M","5.85%"
"Mar 13, 2011","65.52","68.86","69.28","65.03","2.70M","-5.02%"
"Mar 06, 2011","68.98","70.26","71.49","67.52","3.56M","-1.60%"
"Feb 27, 2011","70.10","61.58","70.31","61.27","4.42M","13.87%"
"Feb 20, 2011","61.56","61.25","61.59","58.81","1.63M","-0.16%"
"Feb 13, 2011","61.66","61.78","62.99","61.16","1.68M","-0.08%"
"Feb 06, 2011","61.71","58.67","62.17","58.67","1.76M","5.22%"
"Jan 30, 2011","58.65","57.12","58.73","56.91","1.12M","3.02%"
"Jan 23, 2011","56.93","56.42","58.42","56.15","1.48M","0.96%"
"Jan 16, 2011","56.39","57.39","57.84","56.10","1.60M","-1.67%"
"Jan 09, 2011","57.35","55.75","58.09","55.51","2.02M","2.28%"
"Jan 02, 2011","56.07","56.70","57.02","55.50","1.88M","-0.48%"
"Dec 26, 2010","56.34","56.50","57.41","55.80","1.39M","-0.56%"
"Dec 19, 2010","56.66","58.74","58.74","56.49","1.44M","-2.90%"
"Dec 12, 2010","58.35","57.96","59.11","57.71","2.88M","0.88%"
"Dec 05, 2010","57.84","53.55","57.96","53.17","4.42M","8.01%"
"Nov 28, 2010","53.55","52.12","54.92","51.52","3.15M","2.41%"
"Nov 21, 2010","52.29","50.60","53.28","50.45","1.46M","2.79%"
"Nov 14, 2010","50.87","49.52","50.92","48.90","2.06M","2.73%"
"Nov 07, 2010","49.52","50.17","50.17","49.00","1.15M","-1.32%"
"Oct 31, 2010","50.18","49.46","50.70","49.23","1.53M","1.70%"
"Oct 24, 2010","49.34","50.99","51.10","49.11","1.73M","-2.61%"
"Oct 17, 2010","50.66","50.39","51.32","49.65","1.66M","0.32%"
"Oct 10, 2010","50.50","48.36","51.09","48.15","2.47M","4.60%"
"Oct 03, 2010","48.28","47.82","48.45","45.94","2.85M","2.92%"
"Sep 26, 2010","46.91","45.98","47.28","45.71","2.69M","2.38%"
"Sep 19, 2010","45.82","46.53","46.62","44.77","2.17M","-1.44%"
"Sep 12, 2010","46.49","44.60","46.53","44.38","3.10M","5.54%"
"Sep 05, 2010","44.05","43.83","44.31","43.50","2.02M","-0.29%"
"Aug 29, 2010","44.18","39.75","45.00","39.43","4.17M","10.87%"
"Aug 22, 2010","39.85","41.00","41.59","39.37","1.77M","-2.35%"
"Aug 15, 2010","40.81","40.00","42.26","39.97","1.67M","1.77%"
"Aug 08, 2010","40.10","41.23","41.37","39.90","1.60M","-2.65%"
"Aug 01, 2010","41.19","39.15","41.23","39.00","1.77M","6.00%"
"Jul 25, 2010","38.86","38.97","40.04","38.30","1.46M","-0.54%"
"Jul 18, 2010","39.07","38.75","39.42","37.43","2.31M","1.14%"
"Jul 11, 2010","38.63","39.64","40.20","38.61","1.58M","-2.89%"
"Jul 04, 2010","39.78","39.60","39.99","38.96","2.17M","1.48%"
"Jun 27, 2010","39.20","41.73","41.83","38.96","3.34M","-5.70%"
"Jun 20, 2010","41.57","40.37","41.81","39.67","4.22M","4.45%"
"Jun 13, 2010","39.80","37.00","39.92","36.83","2.15M","8.15%"
"Jun 06, 2010","36.80","37.31","37.58","35.47","2.68M","-1.13%"
"May 30, 2010","37.22","36.71","38.51","35.80","2.15M","0.98%"
"May 23, 2010","36.86","35.91","37.41","34.70","2.14M","5.77%"
"May 16, 2010","34.85","36.57","37.14","34.28","1.57M","-4.26%"
"May 09, 2010","36.40","37.26","37.73","36.19","2.14M","0.41%"
"May 02, 2010","36.25","39.00","39.06","35.36","2.03M","-6.79%"
"Apr 25, 2010","38.89","38.91","39.56","38.70","1.35M","0.10%"
"Apr 18, 2010","38.85","38.10","39.57","37.90","1.26M","1.92%"
"Apr 11, 2010","38.12","38.91","40.09","37.90","1.64M","-1.65%"
"Apr 04, 2010","38.76","38.89","39.40","37.64","1.68M","-0.54%"
"Mar 28, 2010","38.97","38.15","39.39","37.96","2.18M","2.50%"
"Mar 21, 2010","38.02","39.79","41.55","37.26","2.10M","-5.12%"
"Mar 14, 2010","40.07","38.90","40.59","38.24","1.12M","3.09%"
"Mar 07, 2010","38.87","38.64","39.92","38.50","1.55M","0.93%"
"Feb 28, 2010","38.51","40.28","41.24","38.15","3.12M","-3.87%"
"Feb 21, 2010","40.06","38.57","40.41","38.03","2.35M","4.21%"
"Feb 14, 2010","38.44","38.39","38.80","37.61","928.18K","0.29%"
"Feb 07, 2010","38.33","36.26","38.40","35.87","2.08M","5.97%"
"Jan 31, 2010","36.17","35.66","36.59","34.85","2.55M","2.41%"
"Jan 24, 2010","35.32","36.82","37.06","35.32","1.77M","-3.68%"
"Jan 17, 2010","36.67","37.81","38.59","36.51","1.41M","-2.71%"
"Jan 10, 2010","37.69","38.00","38.90","37.54","1.65M","-0.69%"
"Jan 03, 2010","37.95","38.26","38.70","37.48","1.77M","-0.45%"
"Dec 27, 2009","38.12","38.34","38.99","37.67","1.04M","-0.18%"
"Dec 20, 2009","38.19","38.00","38.65","37.39","1.29M","1.27%"
"Dec 13, 2009","37.71","36.54","38.80","36.51","3.67M","3.46%"
"Dec 06, 2009","36.45","34.00","38.33","33.39","5.60M","6.99%"
"Nov 29, 2009","34.07","33.63","34.87","32.81","1.56M","1.31%"
"Nov 22, 2009","33.63","31.84","35.13","31.56","2.11M","6.93%"
"Nov 15, 2009","31.45","31.49","32.40","31.02","1.06M","-0.19%"
"Nov 08, 2009","31.51","30.78","31.76","30.66","1.42M","3.11%"
"Nov 01, 2009","30.56","28.31","30.87","28.12","2.31M","9.10%"
"Oct 25, 2009","28.01","30.43","30.74","27.59","1.90M","-7.98%"
"Oct 18, 2009","30.44","31.04","31.43","30.25","1.95M","-1.93%"
"Oct 11, 2009","31.04","29.77","31.31","29.77","2.10M","4.20%"
"Oct 04, 2009","29.79","28.72","30.29","28.46","1.71M","4.34%"
"Sep 27, 2009","28.55","28.99","30.63","28.02","2.65M","-1.35%"
"Sep 20, 2009","28.94","29.64","30.39","28.79","2.77M","-3.05%"
"Sep 13, 2009","29.85","28.01","29.93","28.01","2.40M","5.93%"
"Sep 06, 2009","28.18","25.66","28.25","25.17","3.53M","9.82%"
"Aug 30, 2009","25.66","27.83","27.96","23.55","7.39M","-7.93%"
"Aug 23, 2009","27.87","28.59","29.47","27.12","2.41M","-2.04%"
"Aug 16, 2009","28.45","27.41","28.68","26.53","1.39M","2.60%"
"Aug 09, 2009","27.73","28.20","28.29","27.03","1.58M","-1.39%"
"Aug 02, 2009","28.12","27.50","28.86","26.90","2.40M","2.48%"
"Jul 26, 2009","27.44","26.52","28.65","26.52","2.72M","3.24%"
"Jul 19, 2009","26.58","26.00","26.61","25.55","2.49M","2.23%"
"Jul 12, 2009","26.00","24.23","26.22","23.94","2.57M","7.39%"
"Jul 05, 2009","24.21","24.97","25.07","23.84","2.59M","-3.70%"
"Jun 28, 2009","25.14","27.56","27.56","24.19","4.70M","-8.48%"
"Jun 21, 2009","27.47","27.14","27.64","26.27","2.18M","0.07%"
"Jun 14, 2009","27.45","27.20","28.28","26.23","2.38M","0.00%"
"Jun 07, 2009","27.45","28.88","28.91","26.63","2.65M","-5.18%"
"May 31, 2009","28.95","26.85","31.40","26.76","4.19M","9.20%"
"May 24, 2009","26.51","26.70","27.25","25.73","1.76M","-1.27%"
"May 17, 2009","26.85","27.26","28.56","26.79","1.88M","-0.89%"
"May 10, 2009","27.09","28.79","28.94","26.61","3.76M","-6.59%"
"May 03, 2009","29.00","29.81","30.30","28.52","3.33M","-2.42%"
"Apr 26, 2009","29.72","28.66","30.52","28.42","3.27M","2.45%"
"Apr 19, 2009","29.01","27.04","29.82","26.65","4.99M","6.30%"
"Apr 12, 2009","27.29","26.30","27.38","25.55","2.68M","2.06%"
"Apr 05, 2009","26.74","26.49","26.99","25.31","3.21M","-0.04%"
"Mar 29, 2009","26.75","25.84","27.73","24.83","3.92M","1.21%"
"Mar 22, 2009","26.43","24.30","27.12","23.98","5.17M","9.80%"
"Mar 15, 2009","24.07","21.84","24.26","21.01","4.82M","11.28%"
"Mar 08, 2009","21.63","18.53","21.81","18.25","6.22M","18.00%"
"Mar 01, 2009","18.33","21.59","21.59","17.58","7.82M","-16.64%"
"Feb 22, 2009","21.99","21.73","23.28","20.78","6.66M","2.61%"
"Feb 15, 2009","21.43","22.03","22.70","21.05","4.42M","-5.84%"
"Feb 08, 2009","22.76","19.67","23.69","18.58","5.54M","15.71%"
"Feb 01, 2009","19.67","18.73","19.70","18.03","2.69M","3.69%"
"Jan 25, 2009","18.97","19.42","19.99","18.66","2.11M","-1.09%"
"Jan 18, 2009","19.18","20.69","20.69","18.80","2.30M","-6.16%"
"Jan 11, 2009","20.44","19.00","21.00","18.66","5.06M","8.15%"
"Jan 04, 2009","18.90","18.36","19.94","17.89","3.09M","1.23%"
"Dec 28, 2008","18.67","15.34","18.86","15.24","2.11M","21.71%"
"Dec 21, 2008","15.34","14.38","15.49","14.14","2.12M","6.82%"
"Dec 14, 2008","14.36","13.37","14.55","11.97","3.90M","8.46%"
"Dec 07, 2008","13.24","15.59","15.75","12.66","4.71M","-13.12%"
"Nov 30, 2008","15.24","13.04","15.52","12.00","4.06M","13.73%"
"Nov 23, 2008","13.40","11.50","13.41","11.26","2.31M","16.32%"
"Nov 16, 2008","11.52","15.29","15.33","10.17","5.90M","-24.95%"
"Nov 09, 2008","15.35","16.22","16.57","13.92","3.19M","-4.30%"
"Nov 02, 2008","16.04","16.60","18.17","15.05","5.33M","-2.67%"
"Oct 26, 2008","16.48","16.99","17.30","15.04","5.00M","-4.35%"
"Oct 19, 2008","17.23","22.28","23.79","17.18","6.62M","-21.89%"
"Oct 12, 2008","22.06","23.43","25.05","20.69","5.32M","-2.82%"
"Oct 05, 2008","22.70","34.40","34.40","20.16","5.73M","-35.03%"
"Sep 28, 2008","34.94","35.15","36.05","33.95","2.89M","-1.08%"
"Sep 21, 2008","35.32","35.36","36.51","34.50","2.33M","-4.10%"
"Sep 14, 2008","36.83","33.75","38.37","33.00","4.60M","5.86%"
"Sep 07, 2008","34.79","34.89","35.33","32.86","3.80M","2.29%"
"Aug 31, 2008","34.01","37.48","37.48","33.68","3.90M","-7.66%"
"Aug 24, 2008","36.83","35.97","37.31","34.90","1.88M","2.16%"
"Aug 17, 2008","36.05","36.13","37.38","34.87","1.35M","0.08%"
"Aug 10, 2008","36.02","36.04","37.04","34.46","2.98M","-0.58%"
"Aug 03, 2008","36.23","32.88","36.55","32.74","3.02M","9.62%"
"Jul 27, 2008","33.05","34.43","34.97","32.66","2.14M","-4.01%"
"Jul 20, 2008","34.43","35.27","35.34","33.66","2.08M","-2.41%"
"Jul 13, 2008","35.28","36.17","36.34","33.89","4.07M","-2.00%"
"Jul 06, 2008","36.00","37.56","37.95","35.17","2.91M","-3.49%"
"Jun 29, 2008","37.30","36.91","38.54","36.44","1.44M","1.30%"
"Jun 22, 2008","36.82","38.28","38.44","36.39","3.32M","-3.41%"
"Jun 15, 2008","38.12","39.98","40.04","37.55","3.16M","-5.81%"
"Jun 08, 2008","40.47","38.68","40.47","37.69","2.53M","5.12%"
"Jun 01, 2008","38.50","40.43","41.45","37.87","4.85M","-4.82%"
"May 25, 2008","40.45","39.30","40.70","39.07","2.74M","2.51%"
"May 18, 2008","39.46","38.85","39.67","37.98","1.77M","1.13%"
"May 11, 2008","39.02","37.77","39.50","37.49","2.38M","4.03%"
"May 04, 2008","37.51","36.67","38.60","36.27","1.69M","2.51%"
"Apr 27, 2008","36.59","34.97","37.01","34.59","1.66M","5.08%"
"Apr 20, 2008","34.82","36.04","36.06","34.16","1.89M","-3.55%"
"Apr 13, 2008","36.10","37.00","37.79","35.35","2.74M","-2.70%"
"Apr 06, 2008","37.10","37.33","37.67","35.54","3.20M","-0.70%"
"Mar 30, 2008","37.36","34.40","37.45","33.91","4.13M","8.95%"
"Mar 23, 2008","34.29","33.00","34.66","33.00","2.88M","4.19%"
"Mar 16, 2008","32.91","30.31","33.05","29.71","2.91M","6.57%"
"Mar 09, 2008","30.88","33.47","33.76","30.44","4.30M","-6.99%"
"Mar 02, 2008","33.20","34.16","36.29","32.84","5.92M","-2.90%"
"Feb 24, 2008","34.19","34.94","36.16","33.98","3.53M","-1.72%"
"Feb 17, 2008","34.79","35.80","36.83","34.21","2.48M","-2.52%"
"Feb 10, 2008","35.69","39.71","39.78","34.59","4.50M","-9.71%"
"Feb 03, 2008","39.53","41.43","41.66","39.00","2.84M","-4.15%"
"Jan 27, 2008","41.24","36.90","41.52","36.90","4.42M","11.76%"
"Jan 20, 2008","36.90","37.67","38.27","36.54","2.26M","-2.23%"
"Jan 13, 2008","37.74","38.38","39.31","37.36","2.91M","-1.33%"
"Jan 06, 2008","38.25","38.45","39.50","37.34","3.07M","-0.52%"
"Dec 30, 2007","38.45","37.83","38.58","37.46","2.35M","2.26%"
"Dec 23, 2007","37.60","37.02","38.50","36.91","1.60M","1.57%"
"Dec 16, 2007","37.02","38.73","38.73","36.68","4.60M","-4.34%"
"Dec 09, 2007","38.70","42.83","43.45","37.15","8.95M","-9.43%"
"Dec 02, 2007","42.73","43.12","44.15","42.28","3.70M","-0.70%"
"Nov 25, 2007","43.03","42.03","43.95","41.06","3.87M","1.99%"
"Nov 18, 2007","42.19","43.50","44.17","41.57","2.09M","-3.39%"
"Nov 11, 2007","43.67","43.88","44.94","42.51","2.65M","-0.46%"
"Nov 04, 2007","43.87","43.51","44.20","42.66","2.54M","0.30%"
"Oct 28, 2007","43.74","42.71","44.02","41.55","4.04M","2.12%"
"Oct 21, 2007","42.83","44.75","45.70","41.90","3.84M","-4.63%"
"Oct 14, 2007","44.91","45.80","46.18","44.00","3.56M","-1.96%"
"Oct 07, 2007","45.81","50.31","50.32","45.19","6.41M","-8.94%"
"Sep 30, 2007","50.31","52.71","53.53","49.84","2.22M","-4.03%"
"Sep 23, 2007","52.42","52.11","55.89","51.27","3.18M","0.65%"
"Sep 16, 2007","52.08","51.83","52.92","50.24","1.55M","0.44%"
"Sep 09, 2007","51.85","50.82","53.36","50.63","2.64M","2.57%"
"Sep 02, 2007","50.55","49.04","51.57","48.23","4.25M","3.67%"
"Aug 26, 2007","48.76","50.19","50.79","47.95","2.44M","-2.85%"
"Aug 19, 2007","50.19","51.40","52.86","49.02","2.56M","-1.97%"
"Aug 12, 2007","51.20","53.50","54.40","49.93","3.22M","-4.12%"
"Aug 05, 2007","53.40","55.00","57.59","53.02","5.64M","0.36%"
"Jul 29, 2007","53.21","51.36","54.03","49.81","2.60M","3.14%"
"Jul 22, 2007","51.59","53.45","53.56","51.50","1.67M","-3.61%"
"Jul 15, 2007","53.52","53.46","54.27","52.05","1.98M","-0.48%"
"Jul 08, 2007","53.78","54.77","55.35","52.96","1.68M","-1.95%"
"Jul 01, 2007","54.85","53.31","55.43","52.44","1.77M","2.87%"
"Jun 24, 2007","53.32","54.24","54.40","52.70","2.05M","-1.37%"
"Jun 17, 2007","54.06","54.35","54.93","53.64","2.40M","-0.17%"
"Jun 10, 2007","54.15","53.09","54.36","52.79","2.86M","1.59%"
"Jun 03, 2007","53.30","55.53","56.08","51.60","6.48M","-3.88%"
"May 27, 2007","55.45","55.00","55.65","53.89","3.02M","1.06%"
"May 20, 2007","54.87","55.93","56.56","54.14","4.72M","2.95%"
"May 13, 2007","53.30","50.31","53.63","49.83","3.53M","5.42%"
"May 06, 2007","50.56","51.99","52.05","50.22","2.12M","-2.68%"
"Apr 29, 2007","51.95","51.56","52.85","50.03","3.23M","1.19%"
"Apr 22, 2007","51.34","49.97","51.44","49.10","2.42M","2.89%"
"Apr 15, 2007","49.90","50.33","50.70","49.43","2.04M","-0.91%"
"Apr 08, 2007","50.36","49.60","51.65","48.97","3.36M","1.37%"
"Apr 01, 2007","49.68","48.80","49.73","48.21","1.69M","2.18%"
"Mar 25, 2007","48.62","48.63","49.15","47.94","2.44M","-0.02%"
"Mar 18, 2007","48.63","46.81","48.85","46.30","3.01M","4.45%"
"Mar 11, 2007","46.56","47.51","48.40","45.55","2.80M","-2.63%"
"Mar 04, 2007","47.82","45.92","48.96","43.90","5.56M","3.96%"
"Feb 25, 2007","46.00","47.25","47.81","45.20","3.45M","-2.50%"
"Feb 18, 2007","47.18","46.62","47.88","45.91","3.32M","1.14%"
"Feb 11, 2007","46.65","46.36","46.76","45.55","4.82M","0.65%"
"Feb 04, 2007","46.35","48.11","48.30","46.08","3.73M","-4.16%"
"Jan 28, 2007","48.36","47.27","49.00","46.26","3.46M","2.52%"
"Jan 21, 2007","47.17","45.50","48.27","45.49","6.44M","-5.81%"
"Jan 14, 2007","50.08","51.46","51.81","49.47","4.30M","-3.02%"
"Jan 07, 2007","51.64","46.86","53.00","45.94","10.94M","9.85%"
"Dec 31, 2006","47.01","43.91","47.51","43.52","6.43M","5.64%"
"Dec 24, 2006","44.50","45.12","45.61","44.42","1.83M","-1.26%"
"Dec 17, 2006","45.07","44.10","45.76","43.90","4.88M","0.51%"
"Dec 10, 2006","44.84","53.80","53.80","42.75","16.40M","-16.33%"
"Dec 03, 2006","53.59","54.13","54.62","52.85","2.67M","-1.00%"
"Nov 26, 2006","54.13","53.70","54.29","53.18","1.68M","0.61%"
"Nov 19, 2006","53.80","53.50","54.10","53.30","620.10K","0.28%"
"Nov 12, 2006","53.65","53.15","54.15","52.90","2.04M","0.43%"
"Nov 05, 2006","53.42","55.00","55.51","53.12","2.75M","-3.03%"
"Oct 29, 2006","55.09","57.75","58.27","54.84","2.85M","-4.77%"
"Oct 22, 2006","57.85","58.25","58.94","57.65","1.57M","-0.69%"
"Oct 15, 2006","58.25","55.90","58.38","55.66","2.65M","4.02%"
"Oct 08, 2006","56.00","52.80","56.49","52.30","2.23M","6.06%"
"Oct 01, 2006","52.80","53.51","53.75","51.82","1.40M","-1.31%"
"Sep 24, 2006","53.50","54.00","54.80","53.24","2.29M","-1.22%"
"Sep 17, 2006","54.16","55.75","56.17","53.97","2.26M","-3.20%"
"Sep 10, 2006","55.95","53.95","56.78","53.35","4.05M","3.23%"
"Sep 03, 2006","54.20","50.63","54.60","49.18","5.38M","7.26%"
"Aug 27, 2006","50.53","47.78","50.65","47.73","2.04M","5.89%"
"Aug 20, 2006","47.72","47.80","48.09","46.71","1.41M","-0.60%"
"Aug 13, 2006","48.01","48.30","49.60","47.54","2.58M","-0.21%"
"Aug 06, 2006","48.11","42.54","50.70","42.52","4.31M","12.83%"
"Jul 30, 2006","42.64","44.07","44.35","41.94","1.96M","-3.29%"
"Jul 23, 2006","44.09","43.00","44.27","42.54","1.46M","2.82%"
"Jul 16, 2006","42.88","43.02","44.45","42.43","1.92M","-0.56%"
"Jul 09, 2006","43.12","43.75","44.85","43.00","2.34M","-0.74%"
"Jul 02, 2006","43.44","44.39","44.88","43.11","1.15M","-1.92%"
"Jun 25, 2006","44.29","43.99","45.06","43.29","2.40M","0.45%"
"Jun 18, 2006","44.09","45.00","45.88","41.85","3.85M","-1.87%"
"Jun 11, 2006","44.93","46.90","47.23","43.99","3.91M","-4.44%"
"Jun 04, 2006","47.02","48.52","49.12","45.00","5.04M","-3.25%"
"May 28, 2006","48.60","47.25","48.93","46.43","3.30M","2.14%"
"May 21, 2006","47.58","51.69","52.61","44.75","7.45M","-8.13%"
"May 14, 2006","51.79","52.40","53.85","50.71","2.01M","-1.60%"
"May 07, 2006","52.63","53.55","54.90","52.33","1.55M","-1.90%"
"Apr 30, 2006","53.65","54.87","55.02","52.26","1.99M","-2.13%"
"Apr 23, 2006","54.82","53.80","55.08","52.10","2.12M","3.63%"
"Apr 16, 2006","52.90","54.16","54.64","52.53","1.77M","-2.51%"
"Apr 09, 2006","54.26","53.10","54.70","52.17","2.45M","2.03%"
"Apr 02, 2006","53.18","54.10","54.14","52.48","1.94M","-1.57%"
"Mar 26, 2006","54.03","54.95","55.50","53.27","2.19M","-2.72%"
"Mar 19, 2006","55.54","54.35","56.80","53.94","3.18M","2.87%"
"Mar 12, 2006","53.99","51.50","54.30","51.50","3.01M","5.55%"
"Mar 05, 2006","51.15","51.85","53.10","49.50","8.41M","-1.82%"
